SentenceID,sentence,source,IntervsIntra,implicit_vs_explicit,multiple_c_e,causal_marker,ExpTag,CauseEffect Answer,Model Answer CE,EXPorIMP,sentential_scope,Evaluation,Primary Error,EvalCE,EvalModelCM,EvalEXPorIMP,Evalsentential_scope,Model,Prompt style,Score,CauseEffect_is_list,Exact Match
1955,"In response to devastation caused by the earthquake in Japan, The Travelers Companies, Inc. is immediately sending $50,000 to assist relief efforts.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'caused']",2a,"[('earthquake_in_japan', 'devastation')]","[('devastation caused by the earthquake in Japan', 'The Travelers Companies, Inc. is immediately sending $50,000 to assist relief efforts')]",['explicit'],['intrasentential'],0,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
4439,"This alternative focuses generally on the impact of liking spicy food on the forest without considering any methodological interventions, analyzing the cause (liking spicy food) on the effect (forest condition) generally.",CausalBench_Text_Part.csv,intrasentencial,explicit,Yes,['cause'],2e,"[('liking spicy food', 'impact on forest condition'), ('no methodological intervention', 'general analysis of'), ('general analysis of spicy food preference', 'evaluates influence on forest without intervention')]","[('liking spicy food', 'impact on the forest')]",['explicit'],['intrasentential'],0.33,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
993,"This assists the victim to cough up phlegm, which causes stuffy nose and lungs and associated headaches.",coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,explicit,No,"['cause', 'causes']",2a,"[('cough up phlegm', 'lungs')]","[('This assists the victim to cough up phlegm', 'causes stuffy nose'), ('This assists the victim to cough up phlegm', 'causes stuffy lungs'), ('This assists the victim to cough up phlegm', 'associated headaches')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.33,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
1343,Bacteria is the no. 1 cause of gum and tooth infections although there are so much more causes.,CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'causes']",2a,"[('bacteria', 'gum')]","[('Bacteria', 'gum and tooth infections')]",['explicit'],['intrasentential'],0.5,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
5606,"A spokesman said herbicide use in some areas of the U.S. was delayed earlier in the year by heavy rains , thus increasing sales in the third quarter .",ECI-B_CTB_EN.csv,Intrasentencial,implicit,No,,2b,"[('herbicide use in some areas of the u.s. was delayed earlier in the year by heavy rains', 'increasing sales in the third quarter')]","[('heavy rains', 'herbicide use in some areas of the U.S. was delayed earlier in the year'), ('herbicide use in some areas of the U.S. was delayed earlier in the year', 'increasing sales in the third quarter')]","['implicit', 'implicit']","['intrasentential', 'intrasentential']",0.5,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
5148,"Currently, I'm paying about 460 euros every month towards my mortgage. This is because the loan is a simple annuity, this is what I'm paying towards the balance automatically.",fincausal.csv,intrasentencial,explicit,Yes,['because'],2e,"[('loan is a simple annuity', 'automatic monthly payment toward balance'), ('mortgage agreement terms', 'monthly payment of about 460 euros')]","[('the loan is a simple annuity', ""I'm paying towards the balance automatically"")]",['explicit'],['intrasentential'],0.5,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
4323,"The statement in the question considers whether the outcome (black hair) is less likely following a specific cause (college degree or higher). Despite the change in education level, the presence of black hair is not necessarily smaller as it depends on the skill level influenced by education.",CausalBench_Text_Part.csv,intrasentencial,explicit,Yes,['cause'],2e,"[('college degree or higher', 'change in skill level'), ('change in skill level', 'black hair'), ('college degree or higher', 'does not necessarily reduce likelihood of black hair')]","[('college degree or higher', 'outcome (black hair) is less likely'), ('change in education level', 'presence of black hair is not necessarily smaller'), ('education', 'skill level'), ('skill level', 'presence of black hair')]","['explicit', 'explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential', 'intrasentential']",0.67,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
8842,"Some individuals in the cohorts performed all their moderate-to-vigorous physical activity within one or two days per week. When this concentrated activity reached 150 minutes or more per week, the risk of all-cause, cardiovascular, and cancer mortality was reduced. These findings led researchers to conclude that both concentrated and distributed activity patterns provide similar health benefits.",PubMed,Intersentential,explicit,Yes,"""When"", ""led""",2g,"[('concentrated activity reached 150 minutes or more per week', 'risk of all-cause, cardiovascular, and cancer mortality was reduced'), ('findings', 'researchers to conclude that both concentrated and distributed activity patterns provide similar health benefits')]","[('Some individuals in the cohorts performed all their moderate-to-vigorous physical activity within one or two days per week', 'the risk of all-cause, cardiovascular, and cancer mortality was reduced'), ('concentrated activity', 'provide similar health benefits'), ('distributed activity patterns', 'provide similar health benefits')]","['explicit', 'explicit', 'explicit']","['intersentential', 'intersentential', 'intersentential']",0.5,Incorrect matching,0,incorrect,correct,incorrect,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
1329,Neilman Brewing Co. vs. The question at issue in cases of infringement of trademarks is whether the use of the marks involved would be likely to cause confusion or mistakes in the mind of the public or deceive purchasers.,CauseNet-cause.csv,Intrasentencial,explicit,No,['cause'],2a,"[('use_of_the_marks', 'confusion')]","[('the use of the marks involved', 'would be likely to cause confusion'), ('the use of the marks involved', 'mistakes in the mind of the public'), ('the use of the marks involved', 'deceive purchasers')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.33,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
8132,The community learned of the man's death. His obituary appeared in the newspaper.,copa,Intersentential,implicit,No,,2d,"[('His obituary appeared in the newspaper', ""The community learned of the man's death"")]","[(""The community learned of the man's death"", 'His obituary appeared in the newspaper')]",['implicit'],['intersentential'],0,Switch Cause and Effect,0,incorrect,correct,incorrect,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
1318,"The primary cause of death was cardiovascular disease, which showed an almost two-fold increase (60 deaths vs. 31) over the general population.",CauseNet-cause.csv,Intrasentencial,explicit,No,['cause'],2a,"[('cardiovascular_disease', 'death')]","[('cardiovascular disease', 'primary cause of death'), ('cardiovascular disease', 'showed an almost two-fold increase (60 deaths vs. 31) over the general population')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.5,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
6142,"Following the implementation of a new recycling program, a city noted a rise in community participation in environmental initiatives, but surprisingly, an increase in waste production was also observed.",causalnet.csv,Intrasentencial,implicit,Yes,,2f,"[('implementation of a new recycling program', 'increase in waste production'), ('rise in community participation in environmental initiatives', 'increase in waste production')]","[('Following the implementation of a new recycling program', 'a city noted a rise in community participation in environmental initiatives'), ('Following the implementation of a new recycling program', 'an increase in waste production was also observed')]","['implicit', 'implicit']","['intrasentential', 'intrasentential']",0.5,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
3577,"However, they concluded that high cognitive demand could cause beneficial cerebral recruitment failure, leading to cognitive impairment in patients with MS. Disability levels for patients with secondary progressive multiple sclerosis (SPMS) often worsens despite a stable MRI.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'leading to']",2a,"[('high_cognitive_demand', 'beneficial_cerebral_recruitment_failure')]","[('high cognitive demand', 'beneficial cerebral recruitment failure'), ('beneficial cerebral recruitment failure', 'cognitive impairment in patients with MS'), ('Disability levels for patients with secondary progressive multiple sclerosis (SPMS) often worsens', 'despite a stable MRI')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.33,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,1
4371,"Because both tanning salon treatment and going to the beach can cause tanned skin, observed tanned skin could potentially be due to tanning salon treatment, especially if beach attendance is unconfirmed.",CausalBench_Text_Part.csv,intrasentencial,explicit,Yes,"['Because', 'cause', 'due to']",2e,"[('tanning salon treatment', 'tanned skin'), ('going to the beach', 'tanned skin')]","[('both tanning salon treatment and going to the beach', 'tanned skin'), ('observed tanned skin', 'could potentially be due to tanning salon treatment'), ('beach attendance is unconfirmed', 'observed tanned skin could potentially be due to tanning salon treatment')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.33,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
4391,"Despite the final question disputing the impact of card games on lifespan, statistically, due to the extremely high prevalence of playing card games, it's more likely that someone with a long lifespan played card games simply because almost everyone does.",CausalBench_Text_Part.csv,intrasentencial,explicit,Yes,"['due to', 'because']",2e,"[('high prevalence of playing card games', 'long lifespan'), ('long lifespan observed', 'more likely person played card games'), ('dispute of card game‚Äö√Ñ√¥s impact on lifespan', 'does not override statistical likelihood')]","[('the extremely high prevalence of playing card games', 'someone with a long lifespan played card games')]",['explicit'],['intrasentential'],0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
666,It is similar to the earlier study regarding estimated theoretical infant mortality caused by DDT and subject to the criticism also mentioned earlier .,medcaus.csv,Intrasentencial,explicit,No,"['cause', 'caused']",2a,"[('DDT', 'estimated theoretical infant mortality')]","[('estimated theoretical infant mortality caused by DDT', 'similar to the earlier study'), ('estimated theoretical infant mortality caused by DDT', 'subject to the criticism')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
8810,"Several firefighters in the study were found to have personal, occupational, or cardiovascular risk factors. Because of these risk factors, blood pressure was often elevated in this group. Over time, this elevation resulted in more firefighters being diagnosed with hypertension. As hypertension became more common, new prevention and intervention strategies were needed.",PubMed,Intersentential,explicit,Yes,"""Because of"", ""resulted in"", ""As ... became""",2g,"[('personal, occupational, or cardiovascular risk factors', 'blood pressure was often elevated in this group'), ('this elevation', 'more firefighters being diagnosed with hypertension'), ('hypertension became more common', 'new prevention and intervention strategies were needed')]","[('risk factors', 'new prevention and intervention strategies were needed'), ('elevation', ''), ('hypertension became more common', '')]","['explicit', 'explicit', 'explicit']","['intersentential', 'intersentential', 'intersentential']",0,False Negative,0,incorrect,correct,incorrect,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
2912,$13.00 See Price In Cart Qty Dust Mix Antigens - 1 OZ Dust Mix Antigens - 1 OZRead More Qty Price:Your Price:$13.00 See Price In Cart Reduces antigen sensitivity to relieve allergies caused by mold and dust.,CauseNet-cause.csv,Intrasentencial,explicit,Yes,"['cause', 'caused']",2e,"[('mold', 'allergies'), ('dust', 'allergies')]","[('Reduces antigen sensitivity', 'relieve allergies'), ('allergies', 'caused by mold and dust')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
5769,"He initially was imprisoned on February 1979 on three 10 - year sentences for rape of a child , aggravated rape of a child , and burglary of a building with the intent to commit theft .",ECI-B_ESC_EN.csv,Intrasentencial,implicit,Yes,,2f,"[('rape of a child', 'three 10-year sentences'), ('aggravated rape of a child', 'three 10-year sentences'), ('burglary of a building with the intent to commit theft', 'three 10-year sentences')]","[('rape of a child', 'He initially was imprisoned'), ('aggravated rape of a child', 'He initially was imprisoned'), ('burglary of a building with the intent to commit theft', 'He initially was imprisoned')]","['implicit', 'implicit', 'implicit']","['intrasentential', 'intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
5941,Eventually the barracks fell when the `` Guardias de Asalto '' brought up a 75 mm field gun to bombard the complex and its gate was opened by a sapper sergeant sympathetic to the Republican side .,ECI-B_MAVEN-ERE_EN.csv,Intrasentencial,implicit,Yes,,2f,"[('guardias de asalto brought up a 75 mm field-gun to bombard the complex', 'the barracks fell'), ('a sapper sergeant sympathetic to the republicans opened the gate', 'the barracks fell'), ('a sapper sergeant was sympathetic to the republican side', 'the sergeant opened the gate')]","[(""the 'Guardias de Asalto' brought up a 75 mm field gun to bombard the complex"", 'the barracks fell'), ('the gate was opened by a sapper sergeant sympathetic to the Republican side', 'the barracks fell')]","['implicit', 'implicit']","['intrasentential', 'intrasentential']",0.67,—,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
7739,I hung up the phone. The caller said goodbye to me.,copa,Intersentential,implicit,No,,2d,"[('The caller said goodbye to me', 'I hung up the phone')]","[('I hung up the phone', 'The caller said goodbye to me')]",['implicit'],['intersentential'],0,Switch Cause and Effect,0,incorrect,correct,incorrect,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
5740,A Philadelphia judge today found a former Kraft Foods company employee guilty of murder in a workplace rampage exactly two years ago in Northeast Philadelphia that left two women dead and a third employee wounded .,ECI-B_ESC_EN.csv,Intrasentencial,implicit,No,,2b,"[('workplace rampage', 'found...guilty of murder')]","[('A Philadelphia judge today found a former Kraft Foods company employee guilty of murder', 'left two women dead'), ('A Philadelphia judge today found a former Kraft Foods company employee guilty of murder', 'a third employee wounded')]","['implicit', 'implicit']","['intrasentential', 'intrasentential']",0,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
1828,"Corticosteroid treatment of severe, non-responsive Clostridium difficile induced colitis; Cavagnaro C et al. ; Clostridium difficile can cause inflammatory diarrhoea and colitis by disrupting normal colonic flora .",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'induce', 'induced']",2a,"[('clostridium_difficile', 'colitis')]","[('Corticosteroid treatment of severe, non-responsive Clostridium difficile induced colitis', 'not specified'), ('Clostridium difficile', 'inflammatory diarrhoea'), ('Clostridium difficile', 'colitis'), ('Clostridium difficile', 'disrupting normal colonic flora')]","['explicit', 'explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential', 'intrasentential']",0.25,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,1
7555,Perhaps one of the oldest vessels will be retired in the coming years and used to support the rest of the vessels. MINEHUNTERS Hunt class minehunter.,fincausal.csv,Intrasentencial,implicit,No,,2b,"[('""one of the oldest vessels will be retired in the coming years"",', '""and used to support the rest of the vessels""]')]","[('Perhaps one of the oldest vessels will be retired in the coming years', 'used to support the rest of the vessels'), ('Hunt class minehunters have been retired', 'used for parts')]","['implicit', 'implicit']","['intrasentential', 'intrasentential']",0.5,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
4185,"Given that the forest being on fire is more probable (31%) when the camper does not light a match compared to when he does (21%), it follows logically that if the forest is on fire, it is less likely to have been caused by the camper lighting a match.",CausalBench_Text_Part.csv,intrasentencial,explicit,Yes,['caused'],2e,"[('camper lights a match', 'forest fire'), ('camper does not light match', 'forest fire'), ('forest fire', 'less likely to have been')]","[('the forest being on fire', 'it is less likely to have been caused by the camper lighting a match')]",['explicit'],['intrasentential'],0.33,—,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
8624,The woman's car was in the shop. She got in a car accident.,copa,Intersentential,implicit,No,,2d,"[('She got in a car accident', ""The woman's car was in the shop"")]","[(""The woman's car was in the shop"", 'She got in a car accident')]",['implicit'],['intersentential'],0,Switch Cause and Effect,0,incorrect,correct,incorrect,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
5586,"Intranets , through the use of Internet technology , are positioned as a platform for companies to optimise , expand and transform new channels of business .",ECI-B_CTB_EN.csv,Intrasentencial,implicit,No,,2b,"[('the use of internet technology', 'optimise, expand and transform new channels of business')]","[('through the use of Internet technology', 'are positioned as a platform for companies to optimise'), ('through the use of Internet technology', 'expand'), ('through the use of Internet technology', 'transform new channels of business')]","['implicit', 'implicit', 'implicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.67,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
2023,A common but untrue belief is that the smoking of cocaine chemically breaks down tooth enamel and causes tooth decay .,medcaus.csv,Intrasentencial,explicit,Yes,"['cause', 'causes']",2e,[],"[('the smoking of cocaine', 'chemically breaks down tooth enamel'), ('the smoking of cocaine', 'tooth decay')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
1578,"But when Detective Inspector C.D. Sloan of the Berebury C.I.D. arrives on the scene, he discovers that a bullet was the actual cause of death and that the young woman was several months pregnant at the time.",CauseNet-cause.csv,Intrasentencial,explicit,No,['cause'],2a,"[('bullet', 'death')]","[('Detective Inspector C.D. Sloan of the Berebury C.I.D. arrives on the scene', 'he discovers that a bullet was the actual cause of death'), ('Detective Inspector C.D. Sloan of the Berebury C.I.D. arrives on the scene', 'the young woman was several months pregnant at the time')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
2721,"It neutralizes damage caused by hard water, dirt, debris and makeup, working to keep your skin healthy-looking and radiant.",CauseNet-cause.csv,Intrasentencial,explicit,Yes,"['cause', 'caused']",2e,"[('debris', 'damage'), ('dirt', 'damage')]","[('damage caused by hard water, dirt, debris and makeup', 'keeping your skin healthy-looking'), ('damage caused by hard water, dirt, debris and makeup', 'keeping your skin radiant')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
5237,"The Tax Commission undertook the review in August 2018, following a Business Report story detailing how some of the most expensive commercial properties in the parish are assessed significantly below their most recently recorded sale price, resulting in a potential loss of millions of dollars to the cash-strapped parish government.",fincausal.csv,intrasentencial,explicit,Yes,['resulting in'],2e,"[('commercial properties assessed below sale price', 'potential loss of millions to parish government'), ('cash-strapped parish government', 'concern about lost revenue')]","[('Business Report story detailing how some of the most expensive commercial properties in the parish are assessed significantly below their most recently recorded sale price', 'Tax Commission undertook the review in August 2018'), ('some of the most expensive commercial properties in the parish are assessed significantly below their most recently recorded sale price', 'potential loss of millions of dollars to the cash-strapped parish government')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.5,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
5104,"Because the cases are very costly, they are mostly used by large global companies that already have enormous market power, including tobacco, pharmaceutical, agribusiness, mining and energy companies. There are now 942 known ISDS cases, with increasing numbers against health and environment laws, including laws to address climate change.",fincausal.csv,intrasentencial,explicit,Yes,['Because'],2e,"[('high cost of cases', 'mostly used by large global companies'), ('large market power of companies', 'ability to pursue costly cases'), ('rise in isds cases', 'increasing challenges to health and environment laws'), ('health and environment laws', 'trigger for isds cases'), ('climate change laws', 'target of increasing isds cases')]","[('the cases are very costly', 'including tobacco, pharmaceutical, agribusiness, mining and energy companies'), ('large global companies that already have enormous market power', '')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
588,"Consequently, healthy cells are commonly damaged in the process of treating the cancer, which results in side effects.",CauseNet-noncause.csv,Intrasentencial,explicit,No,"['effect', 'effects', 'results in', 'consequently']",2a,"[('cancer', 'side_effects')]","[('healthy cells are commonly damaged in the process of treating the cancer', 'side effects')]",['explicit'],['intrasentential'],0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
6098,Police foiled an attempt to kill an <e1>artist</e1> who drew a <e2>cartoon</e2> depicting the Prophet Muhammad that sparked outrage in the Muslim world.,Semeval2010Task8.csv,Intrasentencial,implicit,No,,2b,"[('a cartoon depicting prophet muhammad', 'sparked an outrage in the muslim world')]","[('Police foiled an attempt to kill an artist', 'sparked outrage in the Muslim world'), ('artist drew a cartoon depicting the Prophet Muhammad', 'sparked outrage in the Muslim world')]","['implicit', 'implicit']","['intrasentential', 'intrasentential']",0.5,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
4503,"The Irgun sent warnings by telephone , including one to the hotel 's own switchboard , which , possibly because hoax bomb warnings were rife at the time , the staff decided to ignore , but none directly to the British authorities .",ECI-B_MAVEN-ERE_EN.csv,intrasentencial,explicit,Yes,['because'],2e,"[('irgun sent warnings by telephone', 'hotel staff received bomb warning'), ('hoax bomb warnings were rife at the time', 'hotel staff ignored the warning'), ('irgun sent no warnings to british authorities', 'british authorities were not alerted')]","[('The Irgun sent warnings by telephone', 'the staff decided to ignore'), ('hoax bomb warnings were rife at the time', 'the staff decided to ignore')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.33,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
8406,I exercised. I felt energetic.,copa,Intersentential,implicit,No,,2d,"[('I felt energetic', 'I exercised')]","[('I exercised', 'I felt energetic')]",['implicit'],['intersentential'],0,Switch Cause and Effect,0,incorrect,correct,incorrect,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
5711,SEACOM downtime has local ISPs scrambling to keep customers online ; MWEB issues an update,ECI-B_ESC_EN.csv,Intrasentencial,implicit,Yes,,2f,"[('seacom downtime', 'local isps scrambling to keep customers online'), ('seacom downtime', 'mweb issues an update')]","[('SEACOM downtime', 'local ISPs scrambling to keep customers online')]",['implicit'],['intrasentential'],0.5,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
4546,"The human <e1>papillomavirus</e1> is one of the most common causes of these and most other types of <e2>warts</e2>, and this is a virus that attacks the skin through direct contact.",Semeval2010Task8.csv,intrasentencial,explicit,Yes,['causes'],2e,"[('human papillomavirus', 'warts'), ('direct contact with virus', 'warts'), ('virus attacking the skin through direct contact', 'warts')]","[('The human papillomavirus', 'one of the most common causes of these and most other types of warts'), ('The human papillomavirus', 'attacks the skin'), ('attacks the skin', 'through direct contact')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.33,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
5087,"During the company's attempts to woo IPO investors this month, Neumann was criticized by corporate governance experts for arrangements that went beyond the typical practice of having majority voting control through special categories of shares. These included giving his estate a major say in his replacement as CEO, and tying the voting power of shares to how much he donates to charitable causes.",fincausal.csv,intrasentencial,explicit,Yes,['causes'],2e,"[('neumann‚Äö√Ñ√¥s arrangements for majority voting control', 'criticism by corporate governance experts'), ('giving estate major say in ceo replacement', 'criticism by corporate governance experts'), ('tying voting power to charitable donations', 'criticism by corporate governance experts')]","[('Neumann was criticized by corporate governance experts', 'arrangements that went beyond the typical practice of having majority voting control through special categories of shares'), ('Neumann was criticized by corporate governance experts', 'giving his estate a major say in his replacement as CEO'), ('Neumann was criticized by corporate governance experts', 'tying the voting power of shares to how much he donates to charitable causes')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
5788,"Between 1991 and 1998 , Comeaux was in and out of prison on parole violations until he finally returned to prison in June 1999 to serve a life sentence for aggravated sexual assault .",ECI-B_ESC_EN.csv,Intrasentencial,implicit,Yes,,2f,"[('parole violations', 'comeaux was in and out of prison '), ('aggravated sexual assault', 'life sentence')]","[('Comeaux was in and out of prison on parole violations', 'finally returned to prison in June 1999'), ('Comeaux was in and out of prison on parole violations', 'serve a life sentence for aggravated sexual assault')]","['implicit', 'implicit']","['intrasentential', 'intrasentential']",0.5,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
4448,"WASHINGTON _ The economy created jobs at a surprisingly robust pace in January , the government reported on Friday , evidence that America 's economic stamina has withstood any disruptions caused so far by the financial tumult in Asia .",ECI-B_CTB_EN.csv,intrasentencial,explicit,Yes,['caused'],2e,"[('financial tumult in asia', 'potential disruptions to u.s. economy'), ('economic stamina of america', 'withstood disruptions from asian financial turmoil'), ('robust job creation in january', 'evidence of u.s. economic resilience')]","[('financial tumult in Asia', 'disruptions'), ('disruptions', ""America's economic stamina has withstood"")]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.33,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
5369,"Given that the probability of lung cancer is higher with a sister (48%), an intervention ensuring everyone has a sister would not decrease but rather increase the overall probability of lung cancer across the population.",CausalBench_Text_Part.csv,Intrasentencial,implicit,No,,2b,"[('intervention ensures everyone has a sister', 'overall probability of lung cancer increases')]","[('probability of lung cancer is higher with a sister (48%)', 'intervention ensuring everyone has a sister would increase the overall probability of lung cancer across the population')]",['implicit'],['intrasentential'],0,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
1978,"""Although many plants do prefer slightly basic soil ( including vegetables like cabbage and fodder like buffalo grass ) , most plants prefer a mildly acidic soil ( with pHs between 6.0 and 6.8 ) , and alkaline soils can cause problems .""",medcaus.csv,Intrasentencial,explicit,Yes,['cause'],2e,[],"[('many plants prefer slightly basic soil', 'including vegetables like cabbage and fodder like buffalo grass'), ('most plants prefer a mildly acidic soil ( with pHs between 6.0 and 6.8 )', 'alkaline soils can cause problems')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
3777,"Given that the probability of lung cancer is higher in individuals with smoking genes, if a person develops lung cancer, it is more statistically probable that they carried a smoking gene, suggesting a cause-effect relationship from gene to disease.",CausalBench_Text_Part.csv,intrasentencial,explicit,No,['cause'],2a,"[('smoking genes', 'higher probability of lung cancer')]","[('the probability of lung cancer is higher in individuals with smoking genes', 'it is more statistically probable that they carried a smoking gene'), ('individuals with smoking genes', 'a person develops lung cancer')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.5,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
2168,"37 The Panel concluded that in 37 (47 percent) of the 79 cases, the death should have been attributed to abuse or neglect.38 In most of the other cases, the Panel had insufficient information to rule out abuse as the cause or contributing factor.",CauseNet-cause.csv,Intrasentencial,explicit,Yes,['cause'],2e,"[('abuse', 'death'), ('neglect', 'death')]","[('the death should have been attributed to abuse or neglect', 'Panel concluded that in 37 (47 percent) of the 79 cases'), ('Panel had insufficient information', 'In most of the other cases'), ('Panel had insufficient information', 'to rule out abuse as the cause or contributing factor')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
