S/N,sentence,source,IntervsIntra,CauseEffect,implicit_vs_explicit,multiple_c_e,causal_marker,ExpTag,CE,ModelCM,EXPorIMP,sentential_scope,EvalCE,EvalModelCM,EvalEXPorIMP,Evalsentential_scope
1355,"Whereas a bomb would cause an explosion, Molotov cocktails are simply incendiary, [state police bomb squad Sgt. Andy] Parsons said.",CauseNet-cause.csv,Intrasentencial,"[('bomb', 'explosion')]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
121,"However, recent evidence suggests that endothelial dysfunction as a result of inflammation is a more likely cause for it.",CauseNet-cause.csv,Intrasentencial,"[('inflammation', 'endothelial_dysfunction')]",explicit,No,"['cause', 'as a result']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
1870,"West Nile Virus is similar to the virus that causes St. Louis encephalitis, which for years has been found in the United States.",CauseNet-cause.csv,Intrasentencial,"[('virus', 'st._louis_encephalitis')]",explicit,No,"['cause', 'causes']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
5430,"Given that the probability of earning a high salary is overwhelmingly higher for those with a college education (32%) as opposed to those without (1%), ensuring everyone has a college degree or higher would likely maintain or increase the probability of high salaries rather than decrease it.",CausalBench_Text_Part.csv,Intrasentencial,"[('has college degree or higher', 'likelihood of high salary increases')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
1995,"""It is an autosomal recessive condition , requiring two mutated copies of the ECM1 gene to cause the disease .""",medcaus.csv,Intrasentencial,"[(', requiring two mutated copies of the ECM1', 'cause the'), ('`` It is an autosomal recessive condition , requiring two mutated copies of the ECM1', 'cause the')]",explicit,Yes,['cause'],2e,"[('two mutated copies of the ECM1 gene', 'the disease')]",,['explicit'],['intrasentential'],0.0,incorrect,correct,correct
7722,The woman tolerated her friend's difficult behavior. The woman knew her friend was going through a hard time.,copa,Intersentential,"[(The woman knew her friend was going through a hard time.), (The woman tolerated her friend's difficult behavior.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
4177,"The ground truth is 'no' because the data shows that normal weight individuals have a higher probability of long lifespan (64%) compared to obese individuals (52%). Thus, if an obese person were normal weight, it is more likely, not less, to see a longer lifespan.",CausalBench_Text_Part.csv,intersentencial,"[('going from obese to normal weight', 'longer lifespan')]",explicit,No,"['because', 'Thus']",2c,,,[],[],0.0,incorrect,incorrect,incorrect
2596,"Her local eye doctor sent her to Iowa City, where she learned she had histoplasmosis, a disease caused by a fungus which can result in blindness.",CauseNet-cause.csv,Intrasentencial,"[('fungus', 'disease'), ('fungus', 'blindness')]",explicit,Yes,"['cause', 'caused']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
7495,"In the 21st century, online banking is a must-have. You might as well take advantage of bank promotions that reward you for using it. A great way to earn bank promos without direct deposit is to sign up for online banking.",fincausal.csv,Intrasentencial,"[('""sign up for online banking"",', '""a great way to earn bank promos without direct deposit""]')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
8911,"Smoking was identified as a significant predictor for age‑related macular degeneration. Thus, smokers exhibited 1.86‑fold higher odds of developing AMD compared to non‑smokers.",PubMed,Intersentential,"[(""smoking identified as a significant predictor for AMD"", ""smokers exhibited 1.86‑fold higher odds of developing AMD compared to non‑smokers"")]",explicit,No,Thus,2c,,,[],[],0.0,incorrect,incorrect,incorrect
1636,The mother is on iron pills also and the Dr. says that it's a myth that iron causes constipation.,CauseNet-cause.csv,Intrasentencial,"[('iron', 'constipation')]",explicit,No,"['cause', 'causes']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
4071,"In this paper, we propose a web-based system for prevention of the confidential information <e1>leakage</e1> caused by the <e2>person</e2> who is authorized to access.",Semeval2010Task8.csv,intrasentencial,"[('person authorized to access', 'confidential information leakage')]",explicit,No,['caused'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
8559,The woman punched her attacker in the nose. The attacker started to bleed.,copa,Intersentential,"[(The woman punched her attacker in the nose.), (The attacker started to bleed.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
1340,"Stroke often causes cognitive impairment, the domains most frequently affected being memory, orientation, language and attention, and constructional and visuospatial functions (Tatemichi et al. 1994, Pohjasvaara et al. 1997, Hochstenbach et al.",CauseNet-cause.csv,Intrasentencial,"[('stroke', 'cognitive_impairment')]",explicit,No,"['cause', 'causes', 'affect', 'affected']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
4383,"The question directly addresses whether a specific cause (waking up late) leads to an outcome (arriving late) under a given condition (heavy traffic). Since arriving late is caused by either waking up late or heavy traffic, and heavy traffic is already present, waking up late does not necessarily cause Alice to arrive at school late as the condition of arriving late is already met by the presence of heavy traffic.",CausalBench_Text_Part.csv,intrasentencial,"[('waking up late', 'arriving late'), ('heavy traffic', 'arriving late'), ('heavy traffic present', 'arriving late regardless of waking time')]",explicit,Yes,"['cause', 'leads to', 'Since', 'caused', 'cause']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
5493,"Given that medication significantly improves heart health outcomes across both blood pressure categories (92% and 70% for low and high blood pressures respectively compared to 66% and 36%), an intervention ensuring medication for all would logically improve overall heart health.",CausalBench_Text_Part.csv,Intrasentencial,"[('receives medication', 'has healthy heart')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
2393,This problem is almost always caused by a loose wire or low voltage at the PerfectPass.,CauseNet-cause.csv,Intrasentencial,"[('low_voltage', 'problem'), ('loose_wire', 'problem')]",explicit,Yes,"['cause', 'caused']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
6882,The allied rejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiative from an Iraq seemingly bent on dictating peace terms .,ECI-B_CTB_EN.csv,Intrasentencial,"[('allied rejection of the soviet-led diplomatic effort', 'mr. bush seizing the initiative from iraq.')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
4619,"The <e1>fire</e1> is caused by <e2>overheating</e2> of connections, which is cause by its turn by poor ohmic contact.",Semeval2010Task8.csv,intrasentencial,"[('overheating of connections', 'fire'), ('poor ohmic contact', 'overheating of connections')]",explicit,Yes,"['caused', 'cause']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
3679,"It defies belief that demand could cause inflation at a time when our shops are full of stock, retailers are employing all sorts of gimmicks (such as win a trip to Honolulu) to unload those goods, and there are a million or more people with insufficient incomes to provide the basics of life - hence reliance on the overloaded services of Lifeline, the Salvos, St. Alderson comes close to the truth when he mentions inflation and unemployment in adjacent sentences - in the same breath, so to speak.",CauseNet-cause.csv,Intrasentencial,"[('demand', 'inflation')]",explicit,No,"['cause', 'hence']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
4699,"A helicopter patrolling the US-Mexico border in Texas crashed, resulting in the deaths of two national guard soldiers and a border patrol agent, with another soldier injured. The cause of the crash is currently under investigation.",causalprobe.csv,intrasentencial,"[('unknown', 'helicopter crash at us-mexico border in texas'), ('helicopter crash', 'deaths of two national guard soldiers and a border patrol agent'), ('helicopter crash', 'injury of another national guard soldier'), ('investigation ongoing', '')]",explicit,Yes,"['resulting in', 'cause']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
7127,"Further developing scenario 26, After the implementation of a new urban green space policy, a city observed a decrease in stress-related health issues among its residents. Simultaneously, there was an increase in community fitness programs and a significant reduction in local air pollution.",causalnet.csv,Intersentencial,"[('implementation of a new urban green space policy', 'decrease in stress-related health issues.'), ('implementation of a new urban green space policy', 'an increase in community fitness programs and a significant reduction in local air pollution.')]",implicit,Yes,,2h,,,[],[],0.0,incorrect,incorrect,incorrect
6593,"Given that the probability of recovery is substantially higher with treatment (38%), an intervention ensuring recovery aligns more closely with those who receive treatment. Thus, it is likely under such conditions that the received treatment was instrumental in the recovery.",CausalBench_Text_Part.csv,Intrasentencial,"[('""an intervention ensuring recovery"",', '""aligns more closely with those who receive treatment""] ['), ('""such conditions"",', '""it is likely that the received treatment was instrumental in the recovery""]')]",implicit,Yes,,2f,,,[],[],0.0,incorrect,incorrect,incorrect
8641,The player hit the ball toward the hole. The ball went in the hole.,copa,Intersentential,"[(The player hit the ball toward the hole.), (The ball went in the hole.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
362,Another definite time to seek legal counsel is when the accident results in serious injuries.,CauseNet-noncause.csv,Intrasentencial,"[('accident', 'serious_injuries')]",explicit,No,['results in'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
8330,The man caught his reflection. He stood over the calm lake.,copa,Intersentential,"[(He stood over the calm lake.), (The man caught his reflection.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
6484,"""Here the gametocytes develop into male and female gametes which fertilize each other , forming a zygote .""",medcaus.csv,Intrasentencial,"[('""the gametocytes develop into male and female gametes"",', '""fertilize each other , forming a zygote""]')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
2837,"Although there are also other causes of LGS, mercury and toxic metals have been found to be common toxic exposures that can cause increased intestinal permeability and intestinal dysfunction (2,338,303,406), as well as of the kidney epithelial and brush border cells.",CauseNet-cause.csv,Intrasentencial,"[('toxic_exposures', 'increased_intestinal_permeability'), ('toxic_exposures', 'intestinal_dysfunction')]",explicit,Yes,"['cause', 'causes']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
4172,A tax professional should be consulted for a partial exchange because any gain may be subject to ordinary income tax when withdrawn.,fincausal.csv,intrasentencial,"[('gain withdrawn', 'may be subject to ordinary income tax')]",explicit,No,['because'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
3604,"For patients with multiple sclerosis, it helps to ease muscle spasms and pain that the disease causes, and sometimes it also helps with tremors associated with MS. Another purpose for medical marijuana is for patients with glaucoma, where it helps to reduce pain and also decrease interlobular pressure; it can sometimes even prevent the disease from becoming worse.",CauseNet-cause.csv,Intrasentencial,"[('disease', 'pain'), ('disease', 'muscle_spasms')]",explicit,Yes,"['cause', 'causes']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
6693,The data clearly demonstrates a significantly higher probability of Alice arriving to school on time when she wakes up on time (88%) compared to when she wakes up late (45%). This indicates that waking up on time does indeed make it more likely for Alice to arrive on time.,CausalBench_Text_Part.csv,Intrasentencial,"[('""waking up on time"",', '""does indeed make it more likely for alice to arrive on time""]')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
8573,I became enthralled in the book. I lost track of time.,copa,Intersentential,"[(I became enthralled in the book.), (I lost track of time.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
7670,"Imagine putting $2,000 in Balchem as your version of the Single-Stock Retirement Plan. All it would have taken was knowing the ticker symbol and placing the trade. And you'd be worth $2.1 million right now.",fincausal.csv,Intersentencial,"[('investing $2,000 in balchem by knowing the ticker symbol and placing the trade.', 'achieving a current value of $2.1 million.')]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
1737,"Inflammation can be caused by infectious agents (bacteria, viruses, coccidia, intestinal worms, etc.) or by non-infectious irritants such as chemical toxins, poisonous plants, and so on.",CauseNet-cause.csv,Intrasentencial,"[('infectious_agents', 'inflammation')]",explicit,No,"['cause', 'caused']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
2607,"Certain types of hybrid sorghum/sudan grasses have been reported to cause cystitis syndrome or prussic acid poisoning, which can cause death due to respiratory paralysis.",CauseNet-cause.csv,Intrasentencial,"[('respiratory_paralysis', 'death'), ('prussic_acid_poisoning', 'death')]",explicit,Yes,"['cause', 'due to']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
5713,"The 36 - year - old champion Klitschko , 58 - 3 with 51 knockouts , floored Thompson with a big right hand near the end of the fifth round at Stade de Suisse , and the 40 - year - old American never recovered .",ECI-B_ESC_EN.csv,Intrasentencial,"[('the 36 - year - old champion klitschko , 58 - 3 with 51 knockouts , floored thompson with a big right hand near the end of the fifth round at stade de suisse', 'the 40 - year - old american never recovered')]",implicit,No,,2b,"[('Klitschko floored Thompson with a big right hand near the end of the fifth round', 'the 40-year-old American never recovered')]",,['implicit'],['intrasentential'],0.0,incorrect,correct,correct
3498,"In particular, they often choose 'fatigue,' 'tiredness' or 'lack of energy' to express their main problems, and that's in contrast to what we're traditionally taught--that obstructive sleep apnea causes sleepiness,"" says Dr. Ronald D. Chervin, assistant professor of neurology at the University of Michigan Health System and director of the university's sleep disorders laboratory.",CauseNet-cause.csv,Intrasentencial,"[('obstructive_sleep_apnea', 'sleepiness')]",explicit,No,"['cause', 'causes']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
7481,"Sir Keir Starmer, the Labour leader, has outlined his vision for a future Labour government and criticized the Conservative government's handling of the economy. He mentioned plans for a bigger windfall tax and a publicly owned renewable energy company. Fact-checking his claims reveals discrepancies in figures and policies between the two parties.",causalprobe.csv,Intrasentencial,"[('""fact-checking his claims"",', '""reveals discrepancies in figures and policies between the two parties""]')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
2903,Bacterial meningitis caused by Neisseria meningitidis can lead to death within hours of the first symptoms.,CauseNet-cause.csv,Intrasentencial,"[('bacterial_meningitis', 'death'), ('neisseria_meningitidis', 'bacterial_meningitis')]",explicit,Yes,"['cause', 'caused', 'lead to']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
5227,"Each syndicated loan and mortgage investment is customized, and the designated rate of return varies depending on LTV, mortgage position, location, term, and exit strategy. Because TII offers borrowers some flexibility with the loans, the term to payout for the loan or mortgage may require more or less time than the expected term. The key to TII's syndication strategy is that both the senior and private syndications have no recourse to the company.",fincausal.csv,intrasentencial,"[('each syndicated loan is customized', 'designated rate of return varies depending on ltv'), ('each mortgage investment is customized', 'designated rate of return varies depending on mortgage position'), ('each investment is customized', 'designated rate of return varies depending on location'), ('each investment is customized', 'designated rate of return varies depending on term'), ('each investment is customized', 'designated rate of return varies depending on exit strategy'), ('tii offers borrowers flexibility with the loans', 'term to payout may require more or less time than expected'), ('senior syndications have no recourse to the company', 'key to tii‚Äôs syndication strategy'), ('private syndications have no recourse to the company', 'key to tii‚Äôs syndication strategy')]",explicit,Yes,['Because'],2e,,,[],[],0.0,incorrect,incorrect,incorrect
6449,Myasthenia gravis is an autoimmune disease which results from antibodies that block or destroy nicotinic acetylcholine receptors at the junction between the nerve and muscle .,medcaus.csv,Intrasentencial,"[('‚Äúantibodies that block or destroy nicotinic acetylcholine receptors‚Äù', '‚Äúmyasthenia gravis‚Äù')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
1040,Hydrilla causes major problems with water use.,coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,"[('hydrilla', 'major problems')]",explicit,No,"['cause', 'causes']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
2799,"the first -ht3-receptor antagonist, zofran (ondansetron) odt mg: nausea and vomiting caused by chemotherapy and radiation, mcdermott successfully.",CauseNet-cause.csv,Intrasentencial,"[('chemotherapy', 'nausea'), ('radiation', 'nausea')]",explicit,Yes,"['cause', 'caused']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
7812,The photographer got the child to smile. The photographer quickly snapped the child's photo.,copa,Intersentential,"[(The photographer got the child to smile.), (The photographer quickly snapped the child's photo.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
7500,"My deputy, Councillor Andy Patmore put forward a sensible suggestion that the top floors should be sold off at auction with a covenant that the refurbishment of the flats takes place within two years. This would have provided a useful cash injection for the council which could have been reinvested and it would also have taken away the liability of the dilapidated building but the suggestion was dismissed out of hand.",fincausal.csv,Intersentencial,"[('""this"" (the suggestion to sell off the top floors),', '""would have provided a useful cash injection for the council which could have been reinvested and it would also have taken away the liability of the dilapidated building""]')]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
8828,"Food insecurity persisted in many of the study populations. Over time, this persistence contributed to a higher risk of mortality, with risk increasing as food insecurity became more severe. Because food insecurity caused more deaths, programs to reduce food insecurity gained urgency and importance.",PubMed,Intersentential,"[(""food insecurity persisted"", ""higher risk of mortality""), (""food insecurity caused more deaths"", ""programs to reduce food insecurity gained urgency and importance"")]",explicit,Yes,"""contributed to"", ""Because""",2g,,,[],[],0.0,incorrect,incorrect,incorrect
8648,The air conditioner in the house broke. I opened the windows.,copa,Intersentential,"[(The air conditioner in the house broke.), (I opened the windows.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
7060,"Similar to scenario 13, A small island country experienced a drastic improvement in air quality after banning diesel vehicles. During the same period, there was an increase in eco-tourism and a new policy incentivizing electric vehicle use.",causalnet.csv,Intersentencial,"[('ban on diesel vehicles', 'drastic improvement in air quality.'), ('ban on diesel vehicles', 'there was a rise in digital literacy among the population and advancements in digital security technologies.')]",implicit,Yes,,2h,,,[],[],0.0,incorrect,incorrect,incorrect
1819,"Discovered by Dr. Baldomero Olivera at University of Utah, it was developed for treatment of chronic and intractable pain caused by AIDS, cancer, neurological disorders and other maladies, and was approved by the U.S. Food and Drug Administration in December 2004 under the name Prialt.",CauseNet-cause.csv,Intrasentencial,"[('cancer', 'intractable_pain')]",explicit,No,"['cause', 'caused']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
4789,"Umboliths, also known as navel stones, are rare formations that can develop deep within the belly button. These stones are composed of compacted dirt, dead skin, sebum, clothing fibers, and other debris. While they typically do not cause issues, they can emit a foul odor if left untreated. Proper hygiene practices can prevent the formation of navel stones.",causalprobe.csv,intrasentencial,"[('delays in western aid delivery', 'russian gains on ukrainian frontlines'), ('russian advances', 'missile attacks in odesa and kharkiv'), ('missile attacks', 'civilian casualties'), ('lack of ammunition and air defense', 'weakened ukrainian defense'), ('use of north korean missiles', 'violation of international sanctions')]",explicit,Yes,['cause'],2e,,,[],[],0.0,incorrect,incorrect,incorrect
6222,And it turns out the same Cali locale that brought us Kristin Cavallari gave rise to the line that is making the coolest ones around.,coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,"[('the cali locale', 'gave rise to a fashion line')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
5886,"The Sixers made a power move this offseason , firing head coach Jim O'Brien , who wasn't a Dalembert fan , and replacing him with Mo Cheeks , who is .",ECI-B_ESC_EN.csv,Intrasentencial,"[(""firing head coach jim o'brien"", 'replacing him with mo cheeks')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
7424,"A new exhibition is raising questions about the origins of blue denim, a fabric often associated with American culture. The exhibition showcases paintings by an anonymous artist known as the ""Master of the Blue Jeans,"" who depicted people in northern Italy wearing what appears to be blue denim clothing. This discovery challenges the commonly held belief that blue denim originated in southern France or was popularized by Levi Strauss in San Francisco. The exhibition has sparked a debate about the true origins of blue denim.",causalprobe.csv,Intersentencial,"[('""new exhibition showcasing paintings of denim-like clothing in 17th-century italy""', '""challenges the belief that denim originated in france or was popularized by levi strauss""')]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
8776,"""Hereditary neuromuscular disorders (NMD) frequently resulted in poor bone health and a greater likelihood of fractures. The highest risk was observed shortly after symptom onset, and recurrence followed in many cases. When osteoporotic fractures occurred, nearly half led to long-term complications. Given the high prevalence of these outcomes, consistent monitoring and proactive prevention measures are warranted.""",PubMed,Intersentential,"[(""hereditary NMD"", ""poor bone health/fracture risk""), (""fractures"", ""long-term complications""), (""high prevalence"", ""need for monitoring/prevention"")]",explicit,Yes,"""resulted in"", ""led to"", ""Given...are warranted""",2g,,,[],[],0.0,incorrect,incorrect,incorrect
6157,"A study conducted by researchers at the Huazhong University of Science and Technology in China using UK BioBank data of over 440,000 participants found that individuals from lower socioeconomic backgrounds are more than three times as likely to experience early-onset dementia.",causalprobe.csv,Intrasentencial,"[('lower socioeconomic backgrounds', 'increased likelihood (more than three times) of experiencing early-onset dementia.')]",implicit,No,,2b,"[('individuals from lower socioeconomic backgrounds', 'experience early-onset dementia')]",,['implicit'],['intrasentential'],0.0,incorrect,correct,correct
1009,"While an ""open"" unit may have a bit more room for some patients, others will still encounter a low ceiling which may cause some anxiety for the claustrophobic patient.",coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,"[('low ceiling', 'anxiety')]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
4015,There are everyday actions that can help prevent the spread of <e1>germs</e1> that cause respiratory illnesses like <e2>influenza</e2>.,Semeval2010Task8.csv,intrasentencial,"[('germs', 'respiratory illnesses like influenza')]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
7044,"Continuing the theme of scenario 30, After the introduction of a city-wide carpooling initiative, there was a notable reduction in traffic congestion. During the same time, the city implemented a new public transport system and saw a change in workplace remote work policies.",causalnet.csv,Intersentencial,"[('introduction of a city-wide carpooling initiative', 'notable reduction in traffic congestion'), ('introduction of a city-wide carpooling initiative', '(implied) ignificant advancement in digital technology infrastructure.')]",implicit,Yes,,2h,,,[],[],0.0,incorrect,incorrect,incorrect
3657,"What did Dr. Soffritti of the Ramazzini Institute in Italy find but that aspartame is a multipotential carcinogen and causes lymphoma and leukemia, but many others as well.",CauseNet-cause.csv,Intrasentencial,"[('aspartame', 'leukemia'), ('aspartame', 'lymphoma')]",explicit,Yes,"['cause', 'causes']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
385,Osteoporosis could lead to tooth loss because the density of the bone that supports the teeth may be decreased.,CauseNet-noncause.csv,Intrasentencial,"[('osteoporosis', 'tooth_loss')]",explicit,No,"['cause', 'lead to', 'because']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
8749,"""A subset of patients was administered traditional Chinese medicine (TCM) during their treatment for hyperthyroidism and osteoporosis. The use of TCM yielded a discernible decline in fracture incidence. Reduced fracture rates, in turn, paved the way for fewer hospital admissions and decreased mortality. Ultimately, TCM proved advantageous for this vulnerable group.""",PubMed,Intersentential,"[(""administered TCM"", ""decline in fracture incidence""), (""decline in fracture incidence"", ""fewer admissions and decreased mortality""), (""fewer admissions and decreased mortality"", ""TCM advantageous"")]",explicit,Yes,"""yielded"", ""in turn, paved the way for"", ""Ultimately""",2g,,,[],[],0.0,incorrect,incorrect,incorrect
952,"Williams Syndrome (WS) is a neurodevelopmental disorder caused by a hemizygous microdeletion on 7q11.23, involving about 25 genes.",coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,"[('hemizygous microdeletion', 'neurodevelopmental disorder')]",explicit,No,"['cause', 'caused']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
6100,"The <e1>mistress</e1> fries the <e2>rashers</e2> in a small china fryingpan over the lamp, passing to each person the hot slices as they are done.",Semeval2010Task8.csv,Intrasentencial,"[('they (rashers) are done', 'passing (rashers) to each person')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
2266,The earthquake and tsunami which caused the crisis at Fukushima happened a year after the BP Deepwater Horizon disaster affected the US.,CauseNet-cause.csv,Intrasentencial,"[('earthquake', 'crisis_at_fukushima'), ('tsunami', 'crisis_at_fukushima')]",explicit,Yes,"['cause', 'caused', 'affect', 'affected']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
3983,This year's Nobel Laureates in Physiology or Medicine made the remarkable and unexpected discovery that inflammation in the stomach (gastritis) as well as ulceration of the stomach or duodenum (peptic ulcer disease) is the result of an <e1>infection</e1> of the stomach caused by the <e2>bacterium</e2> Helicobacter pylori.,Semeval2010Task8.csv,intrasentencial,"[('infection of the stomach', 'inflammation in the stomach')]",explicit,No,['caused'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
683,"""Theoretically one virus , bacterium or worm can reproduce to cause a serious infection .""",medcaus.csv,Intrasentencial,"[(', bacterium or worm can reproduce', 'cause a serious')]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
5907,Murder trial ordered for woman accused in Kraft plant shootings,ECI-B_ESC_EN.csv,Intrasentencial,"[('woman accused in kraft plant shootings', 'murder trial ordered'), ('kraft plant shootings', 'woman accused')]",implicit,Yes,,2f,,,[],[],0.0,incorrect,incorrect,incorrect
6353,"Sterling traded at $1.2504, up 0.06% so far on the day, having hit two-month high of $1.2528 as investors reversed their bets against the currency on fear of a no-deal Brexit at the end of next month.",fincausal.csv,Intrasentencial,"[('fear of no-deal brexit', 'investors reversed bets')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
5868,"I'm satisfied , "" said the 36 - year - old Klitschko , who improved his record to 58 - 3 ( 51 KO ) .",ECI-B_ESC_EN.csv,Intrasentencial,"[('klitschko improved his record', 'klitschko is satisfied')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
1734,"Tylenol energy drink Right now, such products can contain up to 750 milligrams of , Dr. This product may contain inactive ingredients, which can cause allergic reactions or other problems.",CauseNet-cause.csv,Intrasentencial,"[('inactive_ingredients', 'allergic_reactions')]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
8094,The man went into denial about the tragedy. He refused to talk about it.,copa,Intersentential,"[(The man went into denial about the tragedy.), (He refused to talk about it.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
6719,"Given that the probability of surviving smallpox is considerably higher when one has a brother (40% vs. 11%), it is reasonable to hypothesize that individuals who survive smallpox are more likely to have had a brother.",CausalBench_Text_Part.csv,Intrasentencial,"[('""individuals who survive smallpox"",', '""(it is reasonable to hypothesize they) are more likely to have had a brother""]')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
5863,Brooklyn Neighborhood Is 'A Powder Keg' After Teen Killed By Police,ECI-B_ESC_EN.csv,Intrasentencial,"[('teen killed by police', ""brooklyn neighborhood is 'a powder keg"")]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
8208,The couple got engaged. They planned a wedding.,copa,Intersentential,"[(The couple got engaged.), (They planned a wedding.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
8458,I added sugar to the coffee. The coffee tasted sweet.,copa,Intersentential,"[(I added sugar to the coffee.), (The coffee tasted sweet.)]",implicit,No,,2d,"[('adding sugar to the coffee', 'the coffee tasted sweet')]",,['implicit'],['intersentential'],0.0,incorrect,correct,incorrect
3069,"Co. v. Wertz involved an automobile insurance policy which provided coverage for ""bodily injury ... caused by accident resulting from the ownership, maintenance or use of your car ... .""",CauseNet-cause.csv,Intrasentencial,"[('ownership', 'accident'), ('maintenance', 'accident')]",explicit,Yes,"['cause', 'caused', 'resulting']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
7371,"The goth aesthetic, popularized by bands like Siouxsie and the Banshees and Bauhaus in the 1980s, is experiencing a revival in contemporary culture. This resurgence is evident in the popularity of goth-themed events, music, and literature. The goth subculture, known for its morbid and melancholic themes, has historically provided a space for individuals to explore existential angst and dark emotions. The current interest in goth culture may be attributed to societal concerns about the climate crisis, technological advancements, and geopolitical instability, which are fueling a sense of trepidation about the future.",causalprobe.csv,Intersentencial,"[('""societal concerns about the climate crisis, technological advancements, and geopolitical instability""', '""current interest in goth culture"" (as an outlet for existential angst)'), ('""goth subculture‚Äôs historical themes"" (morbidity, melancholy)', '""provides a space to explore dark emotions""')]",implicit,Yes,,2h,,,[],[],0.0,incorrect,incorrect,incorrect
7762,My favorite song came on the radio. I sang along to it.,copa,Intersentential,"[(My favorite song came on the radio.), (I sang along to it.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
1733,"Obesity is yet another cause of vitamin D deficiency, according to Dr. Holick, who found that even when dietary vitamin D intake and sun exposure are adequate, the vitamin becomes unavailable because it becomes stored in the large amount of body fat.",CauseNet-cause.csv,Intrasentencial,"[('obesity', 'vitamin_d_deficiency')]",explicit,No,"['cause', 'because']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
